Id,SalePrice
1764,112756.82
1765,200560.9
1766,145814.8
1767,226801.0
1768,143902.94
1769,214073.23
1770,151626.16
1771,128752.72
1772,136374.95
1773,125170.59
1774,104709.34
1775,152295.8
1776,142299.2
1777,109902.8
1778,142291.92
1779,116076.836
1780,195394.92
1781,118403.66
1782,98518.73
1783,125793.734
1784,115019.28
1785,105386.7
1786,152561.22
1787,179627.02
1788,43910.996
1789,92086.03
1790,87513.32
1791,191567.11
1792,172545.23
1793,129898.38
1794,153299.62
1795,144781.94
1796,128150.05
1797,125921.914
1798,119813.86
1799,120006.39
1800,123629.21
1801,123074.83
1802,166241.52
1803,143711.22
1804,142362.61
1805,147304.61
1806,112009.26
1807,136000.36
1808,128571.81
1809,103885.72
1810,142701.98
1811,112420.7
1812,77146.14
1813,113006.59
1814,84337.3
1815,63591.79
1816,86052.64
1817,103966.71
1818,142665.86
1819,124637.055
1820,51880.82
1821,99455.766
1822,153009.19
1823,47600.156
1824,123386.64
1825,129812.445
1826,91414.69
1827,115265.66
1828,133264.98
1829,105541.62
1830,134601.23
1831,183508.84
1832,88601.71
1833,152318.03
1834,121103.11
1835,164753.06
1836,128004.1
1837,91025.04
1838,112547.22
1839,92889.88
1840,136608.97
1841,123820.54
1842,76885.03
1843,139978.66
1844,144990.75
1845,142787.86
1846,160882.4
1847,179340.48
1848,43828.996
1849,128268.16
1850,115842.47
1851,162292.86
1852,126001.55
1853,130035.78
1854,178093.95
1855,139978.69
1856,221034.53
1857,170185.06
1858,112204.73
1859,112612.62
1860,128824.43
1861,112612.62
1862,382581.1
1863,382581.1
1864,382581.1
1865,308584.06
1866,323180.53
1867,254479.88
1868,300421.62
1869,206647.39
1870,228534.45
1871,244977.52
1872,162364.66
1873,224206.31
1874,152162.12
1875,214979.16
1876,181666.03
1877,204420.67
1878,209331.6
1879,129725.195
1880,132693.72
1881,230956.53
1882,256391.23
1883,188090.0
1884,206070.73
1885,278382.88
1886,287251.66
1887,206943.34
1888,284827.66
1889,159772.08
1890,131993.66
1891,147268.9
1892,113006.53
1893,113311.41
1894,134064.4
1895,142401.77
1896,123708.33
1897,114590.67
1898,109872.19
1899,147608.7
1900,155536.36
1901,176123.61
1902,135846.92
1903,217813.28
1904,127756.06
1905,186154.34
1906,187676.56
1907,224364.55
1908,115498.35
1909,133841.64
1910,117266.445
1911,199578.12
1912,307070.66
1913,147991.22
1914,79377.7
1915,286658.53
1916,82561.06
1917,287980.6
1918,147235.34
1919,167681.3
1920,159496.61
1921,459060.2
1922,309970.97
1923,197829.28
1924,211752.73
1925,206518.23
1926,410063.03
1927,153060.06
1928,148795.22
1929,126250.97
1930,146336.86
1931,143706.62
1932,144122.28
1933,153323.66
1934,178674.38
1935,169474.28
1936,179143.36
1937,185720.94
1938,175604.75
1939,232855.1
1940,200642.06
1941,173170.89
1942,176304.31
1943,215045.03
1944,311842.25
1945,362321.84
1946,163184.77
1947,345248.06
1948,200970.16
1949,223314.6
1950,185397.86
1951,272436.16
1952,225548.89
1953,159732.23
1954,201447.02
1955,124251.484
1956,311225.38
1957,156122.66
1958,318334.28
1959,126901.57
1960,114857.42
1961,103228.85
1962,96851.68
1963,104488.086
1964,113715.05
1965,133060.72
1966,164807.75
1967,279088.47
1968,441636.44
1969,423307.12
1970,466163.12
1971,429770.78
1972,392759.56
1973,283513.44
1974,304541.16
1975,489368.25
1976,273360.22
1977,306269.94
1978,357980.94
1979,349851.84
1980,210874.36
1981,329113.84
1982,227845.05
1983,218085.6
1984,168021.42
1985,199006.34
1986,210132.75
1987,166561.69
1988,174489.08
1989,190612.67
1990,217409.45
1991,225777.75
1992,222912.94
1993,178868.44
1994,246732.61
1995,193604.33
1996,240098.48
1997,322469.25
1998,378300.78
1999,241200.44
2000,297498.88
2001,252340.97
2002,234014.03
2003,298448.78
2004,302023.3
2005,234749.39
2006,246640.5
2007,250611.64
2008,206266.16
2009,174760.75
2010,201192.64
2011,162573.66
2012,175502.48
2013,178525.53
2014,171729.14
2015,201799.0
2016,179143.36
2017,191715.08
2018,114158.625
2019,139876.8
2020,119910.875
2021,110762.59
2022,201186.81
2023,116027.36
2024,287457.22
2025,343857.75
2026,164179.55
2027,142914.12
2028,172282.36
2029,162019.27
2030,260388.02
2031,263472.53
2032,270114.97
2033,297066.28
2034,168334.64
2035,196116.16
2036,201584.28
2037,195648.14
2038,296910.03
2039,215508.7
2040,388757.28
2041,271864.56
2042,193604.33
2043,164443.75
2044,186270.39
2045,225014.84
2046,139441.44
2047,137161.66
2048,137759.62
2049,124387.71
2050,198838.33
2051,109598.09
2052,116395.08
2053,150131.36
2054,76238.51
2055,167816.61
2056,126343.5
2057,128752.72
2058,214747.81
2059,123679.37
2060,151311.81
2061,197633.56
2062,128752.72
2063,114059.97
2064,140451.72
2065,141345.42
2066,164192.44
2067,122322.65
2068,141558.64
2069,81603.484
2070,104768.875
2071,101500.72
2072,44637.69
2073,141172.83
2074,207846.5
2075,159513.2
2076,128988.016
2077,135782.53
2078,128752.72
2079,132968.05
2080,124462.33
2081,132785.36
2082,121662.47
2083,141383.72
2084,108516.81
2085,114721.6
2086,171845.06
2087,123867.41
2088,101127.38
2089,74664.125
2090,120124.83
2091,126282.84
2092,142233.0
2093,133452.3
2094,126698.83
2095,124571.67
2096,77284.06
2097,76326.55
2098,147963.06
2099,70496.13
2100,96727.125
2101,126762.78
2102,127209.65
2103,115019.28
2104,114808.05
2105,127616.89
2106,74114.73
2107,210499.33
2108,113653.03
2109,133365.47
2110,128054.516
2111,182084.3
2112,133239.25
2113,123388.37
2114,126872.53
2115,167327.3
2116,118404.11
2117,160705.08
2118,98219.48
2119,99447.836
2120,105982.734
2121,122674.86
2122,102907.69
2123,88467.95
2124,199421.61
2125,141924.45
2126,138306.64
2127,167698.38
2128,120949.766
2129,98375.09
2130,157228.12
2131,163208.16
2132,106580.53
2133,116528.734
2134,111430.94
2135,91387.78
2136,64693.36
2137,118391.16
2138,138090.14
2139,160225.25
2140,144836.08
2141,154845.72
2142,118834.12
2143,126288.54
2144,110269.11
2145,143233.3
2146,167455.77
2147,145082.62
2148,118283.125
2149,135071.06
2150,229558.0
2151,122828.52
2152,187118.94
2153,165482.34
2154,113295.59
2155,152094.17
2156,328629.38
2157,247613.38
2158,231256.28
2159,213034.08
2160,177213.88
2161,244294.62
2162,471404.28
2163,356077.0
2164,240042.5
2165,149295.42
2166,154706.28
2167,212479.16
2168,186710.19
2169,196585.14
2170,222934.42
2171,155209.22
2172,146530.58
2173,158108.58
2174,223056.03
2175,353401.88
2176,295629.62
2177,236653.95
2178,209573.92
2179,141690.27
2180,228778.9
2181,192690.86
2182,214944.1
2183,198725.45
2184,131296.88
2185,134075.22
2186,150563.25
2187,157750.66
2188,149832.53
2189,233953.66
2190,90502.09
2191,90502.09
2192,100162.81
2193,105300.08
2194,105300.08
2195,119910.875
2196,114690.34
2197,118843.305
2198,148495.06
2199,173254.08
2200,133610.19
2201,142408.69
2202,227861.75
2203,131413.7
2204,186869.0
2205,89591.45
2206,149502.69
2207,214524.89
2208,252515.97
2209,203821.33
2210,129529.41
2211,129100.92
2212,124762.05
2213,93406.42
2214,123130.43
2215,103519.58
2216,155315.66
2217,105811.9
2218,92793.13
2219,108286.68
2220,85409.984
2221,286658.53
2222,238578.27
2223,246938.58
2224,193156.83
2225,116814.67
2226,198402.22
2227,183382.6
2228,249579.45
2229,245419.72
2230,142621.7
2231,206936.08
2232,183067.28
2233,158295.5
2234,238134.08
2235,211239.12
2236,264514.4
2237,371297.56
2238,196461.75
2239,127916.164
2240,156145.38
2241,153086.61
2242,133072.36
2243,130717.17
2244,110000.68
2245,90530.99
2246,146860.6
2247,116628.305
2248,131320.47
2249,122083.266
2250,140471.8
2251,166749.72
2252,176942.66
2253,155247.48
2254,172351.1
2255,181218.53
2256,192975.66
2257,222596.61
2258,167288.28
2259,169619.02
2260,185100.36
2261,173897.44
2262,220238.7
2263,335998.8
2264,502851.78
2265,159442.0
2266,298961.12
2267,369742.8
2268,405912.9
2269,157904.33
2270,186075.22
2271,251706.22
2272,221034.53
2273,156541.67
2274,158115.19
2275,185295.56
2276,182950.83
2277,196704.47
2278,146342.11
2279,121756.695
2280,144711.84
2281,172826.39
2282,186266.88
2283,115620.54
2284,115126.64
2285,170648.14
2286,120863.33
2287,336209.62
2288,256865.2
2289,394728.38
2290,502462.12
2291,301716.3
2292,435533.16
2293,458289.97
2294,426314.53
2295,454950.28
2296,261614.31
2297,308078.06
2298,299711.28
2299,351294.72
2300,315065.44
2301,244877.67
2302,251015.88
2303,247333.95
2304,276637.78
2305,185976.77
2306,185976.77
2307,187292.48
2308,237040.52
2309,273420.7
2310,218085.6
2311,193428.73
2312,185241.4
2313,173491.08
2314,178083.83
2315,173491.08
2316,171817.61
2317,196323.64
2318,172881.52
2319,179196.89
2320,182645.86
2321,230210.06
2322,164888.22
2323,175739.25
2324,175483.62
2325,212722.52
2326,174362.75
2327,217409.45
2328,225457.1
2329,178674.38
2330,175715.05
2331,368470.6
2332,381960.06
2333,318246.03
2334,266696.5
2335,235225.1
2336,350240.06
2337,209363.72
2338,296232.97
2339,238660.5
2340,415014.1
2341,230964.92
2342,243353.12
2343,222765.03
2344,253785.5
2345,276637.78
2346,237376.53
2347,206087.48
2348,234788.17
2349,164959.94
2350,316525.28
2351,251025.61
2352,259537.44
2353,268001.06
2354,150253.9
2355,167281.73
2356,155565.25
2357,207938.75
2358,171729.14
2359,139542.39
2360,108868.875
2361,142542.22
2362,255403.89
2363,136654.58
2364,167536.06
2365,223970.75
2366,193274.03
2367,239894.69
2368,211081.33
2369,236778.94
2370,164541.94
2371,162019.27
2372,198640.64
2373,254155.25
2374,269101.94
2375,246420.02
2376,316653.6
2377,331959.53
2378,134361.9
2379,211856.7
2380,148999.56
2381,170873.94
2382,204263.33
2383,205824.66
2384,225052.58
2385,159036.1
2386,143095.33
2387,139335.89
2388,100110.98
2389,134267.0
2390,149945.39
2391,141201.0
2392,117665.09
2393,172127.1
2394,143907.33
2395,180317.47
2396,128181.29
2397,224610.48
2398,122318.36
2399,79056.99
2400,42165.242
2401,126402.49
2402,133844.95
2403,134349.2
2404,138041.05
2405,146558.08
2406,151626.16
2407,126940.625
2408,127370.92
2409,117244.27
2410,184307.55
2411,119910.875
2412,155320.97
2413,115842.47
2414,144553.02
2415,134349.2
2416,140378.11
2417,134090.28
2418,133542.0
2419,122636.28
2420,125833.36
2421,150038.16
2422,127871.89
2423,122902.05
2424,153935.11
2425,320769.06
2426,134666.12
2427,128737.69
2428,185710.92
2429,121370.89
2430,138704.64
2431,111312.2
2432,142291.92
2433,136367.58
2434,131013.83
2435,152663.53
2436,91344.86
2437,97852.34
2438,121285.39
2439,104781.5
2440,109995.17
2441,109684.33
2442,87071.79
2443,104404.875
2444,119148.05
2445,92261.16
2446,131765.8
2447,187238.3
2448,145959.64
2449,97664.71
2450,145482.81
2451,120838.24
2452,209438.1
2453,99809.34
2454,119593.08
2455,124155.06
2456,121445.05
2457,124421.016
2458,115627.59
2459,100945.75
2460,121292.96
2461,102110.31
2462,116074.55
2463,113922.875
2464,171357.83
2465,111469.16
2466,101703.84
2467,158499.88
2468,86048.04
2469,80142.234
2470,194654.08
2471,227080.05
2472,181551.72
2473,127581.46
2474,103619.0
2475,234379.2
2476,117390.945
2477,132158.34
2478,159216.75
2479,130151.02
2480,149672.28
2481,104846.62
2482,132287.14
2483,107000.625
2484,111438.65
2485,121330.125
2486,147121.75
2487,229429.45
2488,159266.61
2489,152165.4
2490,151231.2
2491,95541.766
2492,175356.22
2493,131560.34
2494,168143.75
2495,107172.47
2496,250620.31
2497,160713.6
2498,112436.07
2499,110677.57
2500,118488.695
2501,151833.27
2502,144647.16
2503,91535.23
2504,196331.14
2505,226095.78
2506,253155.8
2507,296285.4
2508,253155.8
2509,207938.75
2510,236116.34
2511,181744.05
2512,200433.34
2513,215498.72
2514,241549.84
2515,154989.89
2516,170126.06
2517,153032.81
2518,148714.61
2519,228448.75
2520,206674.64
2521,191081.66
2522,228448.75
2523,127812.77
2524,137503.78
2525,146488.06
2526,138915.67
2527,102827.5
2528,132167.52
2529,118664.484
2530,122515.11
2531,250696.9
2532,225904.6
2533,193625.81
2534,235145.38
2535,305300.0
2536,236423.75
2537,231753.25
2538,179196.89
2539,185399.97
2540,181893.22
2541,190932.86
2542,158253.77
2543,127742.23
2544,125179.94
2545,122705.234
2546,132424.34
2547,150846.31
2548,126462.36
2549,158843.64
2550,253684.9
2551,147268.9
2552,129402.25
2553,87217.84
2554,92180.89
2555,121422.55
2556,119571.76
2557,124456.305
2558,163766.88
2559,131877.52
2560,145317.47
2561,150765.88
2562,127389.44
2563,137630.48
2564,192770.3
2565,139894.67
2566,158361.84
2567,111761.375
2568,188960.9
2569,202787.89
2570,129529.41
2571,185754.39
2572,181764.88
2573,241504.44
2574,275966.5
2575,125710.56
2576,136781.3
2577,184265.3
2578,78354.98
2579,61484.17
2580,143247.27
2581,120819.94
2582,119946.31
2583,276587.88
2584,157257.64
2585,173104.75
2586,220176.89
2587,199529.12
2588,154214.02
2589,157750.66
2590,213754.75
2591,216113.69
2592,216132.56
2593,253009.6
2594,175031.78
2595,197118.11
2596,322552.47
2597,188898.14
2598,248639.67
2599,321618.56
2600,218953.48
2601,144489.02
2602,86681.016
2603,92722.484
2604,90761.35
2605,91705.65
2606,144713.06
2607,167368.62
2608,184698.52
2609,149858.98
2610,108746.84
2611,158271.16
2612,146059.05
2613,138224.81
2614,131231.5
2615,143907.33
2616,150704.44
2617,199133.62
2618,209711.28
2619,186112.38
2620,184210.19
2621,183729.38
2622,178706.7
2623,250522.16
2624,279842.06
2625,307232.38
2626,162964.88
2627,169688.45
2628,455622.47
2629,510059.22
2630,362038.25
2631,453273.2
2632,421406.47
2633,347899.78
2634,391978.6
2635,155206.5
2636,207003.42
2637,182033.78
2638,256183.6
2639,188150.53
2640,154490.53
2641,100019.31
2642,186288.36
2643,98170.64
2644,127509.12
2645,104928.85
2646,83941.43
2647,113072.44
2648,145168.92
2649,146865.73
2650,152442.62
2651,130491.19
2652,405332.6
2653,232251.5
2654,221603.5
2655,378274.28
2656,344332.78
2657,339540.56
2658,270212.66
2659,302882.56
2660,305172.78
2661,343784.6
2662,337146.84
2663,302834.03
2664,269508.0
2665,300395.8
2666,275377.5
2667,160691.19
2668,188410.19
2669,182042.78
2670,290539.25
2671,188410.19
2672,174408.03
2673,204555.14
2674,202881.67
2675,160074.77
2676,190612.67
2677,205471.14
2678,260275.34
2679,292022.62
2680,277563.34
2681,432689.75
2682,357614.78
2683,482540.94
2684,298280.2
2685,356568.28
2686,256280.92
2687,303199.3
2688,233593.67
2689,231328.44
2690,489219.25
2691,174577.89
2692,140978.77
2693,205673.52
2694,148545.6
2695,192019.67
2696,192019.67
2697,203399.3
2698,174273.3
2699,166433.98
2700,138527.05
2701,153166.19
2702,96330.28
2703,135546.17
2704,148864.78
2705,122675.42
2706,111769.375
2707,115573.05
2708,153102.58
2709,114403.34
2710,130290.33
2711,254873.7
2712,377069.03
2713,167326.14
2714,150596.47
2715,162019.27
2716,149779.3
2717,188894.78
2718,228496.14
2719,151041.3
2720,187592.78
2721,130426.195
2722,146805.31
2723,155822.3
2724,125003.125
2725,134288.5
2726,142294.8
2727,180168.44
2728,148717.89
2729,139684.31
2730,141358.78
2731,132599.69
2732,109113.78
2733,146320.62
2734,151451.23
2735,128752.72
2736,135762.69
2737,133996.05
2738,134349.2
2739,167273.89
2740,137315.11
2741,136528.1
2742,138328.92
2743,141583.97
2744,153209.55
2745,153228.94
2746,147316.69
2747,143210.95
2748,119703.25
2749,131275.38
2750,140192.34
2751,138798.33
2752,257680.78
2753,148844.3
2754,235861.28
2755,119244.16
2756,108405.06
2757,68207.24
2758,78060.55
2759,135709.17
2760,109368.31
2761,147748.19
2762,153635.98
2763,194393.83
2764,150871.89
2765,241721.22
2766,151450.05
2767,70682.164
2768,131644.67
2769,121848.375
2770,169604.42
2771,115854.84
2772,111655.32
2773,128129.66
2774,130856.75
2775,113824.89
2776,132562.8
2777,128393.86
2778,111807.15
2779,117798.0
2780,112705.52
2781,93718.56
2782,69036.43
2783,89713.0
2784,128025.5
2785,131404.4
2786,87112.17
2787,131998.11
2788,74925.625
2789,180247.3
2790,80843.7
2791,111685.12
2792,67129.29
2793,200874.5
2794,108830.62
2795,110389.89
2796,96364.97
2797,174246.86
2798,96700.94
2799,117537.34
2800,50884.402
2801,116359.05
2802,148271.92
2803,138260.38
2804,144323.98
2805,103990.266
2806,84793.77
2807,172568.69
2808,140585.2
2809,142633.19
2810,133107.5
2811,124843.88
2812,148302.16
2813,128654.695
2814,140141.66
2815,105976.8
2816,226647.14
2817,157144.11
2818,127924.44
2819,151650.03
2820,137754.06
2821,101963.48
2822,234431.6
2823,380360.9
2824,176207.17
2825,149068.3
2826,136788.45
2827,155496.94
2828,211643.06
2829,177848.11
2830,242294.77
2831,188391.62
2832,223838.34
2833,290337.28
2834,197889.19
2835,210461.42
2836,189028.02
2837,165874.58
2838,157415.1
2839,186273.53
2840,201599.97
2841,196585.14
2842,209218.8
2843,157248.92
2844,157279.12
2845,119346.625
2846,199129.3
2847,184210.19
2848,232038.66
2849,206518.23
2850,294206.9
2851,225709.97
2852,263820.22
2853,231411.4
2854,141690.27
2855,207412.33
2856,197889.19
2857,189028.02
2858,212798.12
2859,115611.22
2860,132733.44
2861,134753.4
2862,189244.14
2863,137026.2
2864,239616.61
2865,147268.9
2866,150159.05
2867,85361.17
2868,86873.984
2869,128109.13
2870,135957.89
2871,74630.766
2872,57013.688
2873,120818.97
2874,139879.1
2875,124109.83
2876,159426.6
2877,141827.03
2878,181105.84
2879,122639.52
2880,106407.06
2881,151138.05
2882,172723.78
2883,202294.39
2884,205947.38
2885,181343.19
2886,229634.25
2887,114870.516
2888,126328.39
2889,47113.242
2890,72432.59
2891,136785.0
2892,78097.33
2893,102498.69
2894,67295.484
2895,298474.4
2896,264233.28
2897,198019.53
2898,153565.8
2899,232463.84
2900,157407.2
2901,220120.9
2902,184158.17
2903,354688.38
2904,364049.94
2905,119043.586
2906,192740.88
2907,116728.6
2908,137187.14
2909,139222.64
2910,81439.02
2911,86681.016
2912,136755.67
2913,99591.25
2914,72375.445
2915,79686.26
2916,86681.016
2917,160422.69
2918,121426.38
2919,255958.52
